associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen			500	USA	Buncombe		35.606	-82.455	2008-07-17		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114235	pan trap	Agapostemon virescens			North Carolina	2008	gbif	Agapostemon virescens	c(1577413.25911245, -878365.260204856)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.606	-82.455	2008-07-17		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114253	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577413.25911245, -878365.260204856)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.606	-82.455	2008-07-17		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114271	pan trap	Holcopasites calliopsidis			North Carolina	2008	gbif	Holcopasites calliopsidis	c(1577413.25911245, -878365.260204856)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-10-05		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114334	pan trap	Ceratina calcarata			North Carolina	2008	gbif	Ceratina calcarata	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.616	-82.452	2008-10-05		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114352	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577468.13784126, -877215.051693826)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.613	-82.449	2008-10-05		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO114433	pan trap	Agapostemon virescens			North Carolina	2008	gbif	Agapostemon virescens	c(1577796.00329877, -877486.82282706)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-06-20		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO119618	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.615	-82.449	2008-06-20		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO119636	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1577753.99251308, -877268.056673248)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.603	-82.444	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129374	pan trap	Halictus ligatus			North Carolina	2008	gbif	Halictus ligatus	c(1578447.52419209, -878486.65656401)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.603	-82.444	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129392	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1578447.52419209, -878486.65656401)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.611	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129419	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1578191.1644741, -877630.399818101)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.611	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129455	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1578191.1644741, -877630.399818101)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.611	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129473	pan trap	Augochlorella aurata			North Carolina	2008	gbif	Augochlorella aurata	c(1578191.1644741, -877630.399818101)	Blue Ridge
	PreservedSpecimen			500	USA	Buncombe		35.611	-82.445	2008-08-19		pasture		NA		USGS			http://www.discoverlife.org/mp/20l?id=USGS_DRO129491	pan trap	Lasioglossum viridatum_group			North Carolina	2008	gbif	Lasioglossum viridatum	c(1578191.1644741, -877630.399818101)	Blue Ridge
