associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen				UNITED STATES	Ellis		38.877	-99.326	1988-08-09	Augochlorella			NA		CUIC	Hays		urn:uuid:88642810-d8e1-11e2-99a2-0026552be7ea	Netting	Augochlorella aurata	(Smith,1853)	aurata	Kansas	1988	idigbio	Augochlorella aurata	c(58427.1888100602, -680285.774466277)	Central Great Plains
	PreservedSpecimen	ENT		2201	USA	Sumner County	2	37.022	-97.62	1975-07-02	Bombus			NA		YPM	1 mi. S.W. of Caldwell	7	urn:uuid:fb9b56c1-6fae-470a-8009-a62a06952b70		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Kansas	1975	idigbio	Bombus pensylvanicus	c(211770.88715588, -883394.131450421)	Central Great Plains
	PreservedSpecimen	ENT		8351	USA	Hall County	5	40.926	-98.419	1970-09-05	Svastra			NA		YPM	4 mi. W. of Grand Island	9	urn:uuid:6171bc68-7756-456f-bb2a-084841a5f3c6		Svastra obliqua	(Say)	obliqua	Nebraska	1970	idigbio	Svastra obliqua	c(132899.999650973, -451638.919788061)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Tom Green		31.464	-100.437	1948-06-28	Bombus			NA		AMNH	San Angelo		urn:uuid:849909f8-d8e1-11e2-99a2-0026552be7ea	Netting	Bombus pensylvanicus	(DeGeer,1773)	pensylvanicus	Texas	1948	idigbio	Bombus pensylvanicus	c(-41738.2076705972, -1501530.13511228)	Central Great Plains
	PreservedSpecimen	RINVRT		21424.0	United States	Cleveland		35.222	-97.439		Apis			NA		OMNH	Norman		urn:catalog:OMNH:RINVRT:16417		Apis mellifera	Linnaeus, 1758	mellifera	Oklahoma		idigbio	Apis mellifera	c(233441.040233093, -1082412.66598774)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Sedgwick		37.692	-97.337	1949-07-03	Lasioglossum			NA		AMNH	Wichita		urn:uuid:85d9813a-d8e1-11e2-99a2-0026552be7ea	Unknown	Lasioglossum imitatum	(Smith,1853)	imitatum	Kansas	1949	idigbio	Lasioglossum imitatum	c(234744.418332598, -808326.48525319)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Russell		38.986	-98.767	1989-08-24	Anthidium			NA		CUIC	Wilson Lake		urn:uuid:886a65a4-d8e1-11e2-99a2-0026552be7ea	Netting	Anthidium porterae	Cockerell,1900	porterae	Kansas	1989	idigbio	Anthidium porterae	c(106712.443160265, -667628.410235184)	Central Great Plains
	PreservedSpecimen	Ent		658065	United States		20	31.336	-99.689	1900-04-20	Andrena			NA		MCZ	[no specific locality data]	04	MCZ:Ent:774170		Andrena verecunda Cresson, 1872	Cresson, 1872	verecunda	Texas	1900	idigbio	Andrena verecunda	c(29748.4229320561, -1515715.15949614)	Central Great Plains
	PreservedSpecimen	RINVRT		21424.0	United States	Cleveland	7	35.222	-97.439	7 October 1956	Bombus			NA		OMNH	Norman	10	urn:catalog:OMNH:RINVRT:16193		Bombus pensylvanicus	(De Geer, 1773)	pensylvanicus	Oklahoma	1956	idigbio	Bombus pensylvanicus	c(233441.040233093, -1082412.66598774)	Central Great Plains
	PreservedSpecimen	ENT		8997	USA	Taylor County	8	32.436	-99.699	1943-09-08	Bombus			NA		YPM	Abilene, Camp Barkeley	9	urn:uuid:63cad782-d205-4373-aba7-6bc28c1d6460		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Texas	1943	idigbio	Bombus pensylvanicus	c(28418.664589957, -1394205.14466898)	Central Great Plains
	PreservedSpecimen	ENT	urn:uuid:18e3cd08-a962-4f0a-b72c-9a0b3600c5ad		United States	Woodward	11	36.698	-99.146		Apis			NA		USNM	Alabaster Caverns State Park	5	http://n2t.net/ark:/65665/361187a35-e58a-43ed-83b2-bfad7e8f0627		Apis (Apis) mellifera		mellifera	Oklahoma	1984	idigbio	Apis mellifera	c(76337.5736414748, -921944.80581847)	Central Great Plains
	PreservedSpecimen	Ent		653326	United States			31.373	-99.821		Andrena			NA		MCZ	Texas		MCZ:Ent:770430		Andrena melliventris Cresson, 1872	Cresson, 1872	melliventris	Texas		idigbio	Andrena melliventris	c(17114.7160145508, -1511665.97932233)	Central Great Plains
	PreservedSpecimen	ENT		8997	USA	Taylor County	18	32.436	-99.699	1943-09-18	Bombus			NA		YPM	Abilene, Camp Barkeley	9	urn:uuid:11ccce88-b253-4d8b-bf5b-4a0d6db611d2		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Texas	1943	idigbio	Bombus pensylvanicus	c(28418.664589957, -1394205.14466898)	Central Great Plains
	PreservedSpecimen	ENT		8997	USA	Taylor County	18	32.436	-99.699	1943-09-18	Bombus			NA		YPM	Abilene, Camp Barkeley	9	urn:uuid:41c502ed-eb41-4cba-ac5f-fcac88344f1a		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Texas	1943	idigbio	Bombus pensylvanicus	c(28418.664589957, -1394205.14466898)	Central Great Plains
	PreservedSpecimen	ENT		3409	USA	Sumner County	27	37.016	-97.657	1984-06-27	Agapostemon			NA		YPM	3 mi. W.S.W. of Caldwell	6	urn:uuid:56ea6cd2-ca9e-4c76-bf47-10801418a040		Agapostemon virescens	(Fabr.)	virescens	Kansas	1984	idigbio	Agapostemon virescens	c(208496.94082441, -884152.136843675)	Central Great Plains
	PreservedSpecimen	Ent		658065	United States			31.336	-99.689		Megachile			NA		MCZ	[no specific locality data]		MCZ:Ent:790014		Megachile exilis Cresson, 1872	Cresson, 1872	exilis	Texas		idigbio	Megachile exilis	c(29748.4229320561, -1515715.15949614)	Central Great Plains
	PreservedSpecimen	Ent		1609.344	United States	Ellis		38.937	-99.56		Andrena			NA		MCZ	Ellis		MCZ:Ent:769893		Andrena helianthi Robertson, 1891	Robertson, 1891	helianthi	Kansas		idigbio	Andrena helianthi	c(38109.3877915709, -673759.284640315)	Central Great Plains
associated with:Prunus	PreservedSpecimen				UNITED STATES	Kingfisher		36.039	-97.911	1950-04-08	Lasioglossum			NA		AMNH	4 mi N of Dover		urn:uuid:84f10428-d8e1-11e2-99a2-0026552be7ea	Netting	Lasioglossum cinctipes	(Provancher,1888)	cinctipes	Oklahoma	1950	idigbio	Lasioglossum cinctipes	c(188382.457656105, -993068.575351306)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1987-07-07/1987-07-08	Nomada			NA		AMNH	Arapahoe Prairie		urn:uuid:855cca14-d8e1-11e2-99a2-0026552be7ea	Netting	Nomada vegana	Cockerell,1903	vegana	Nebraska	1987	idigbio	Nomada vegana	c(-9339.7738165307, -525129.605333785)	Central Great Plains
associated with:Helianthus	PreservedSpecimen				UNITED STATES	Marshall		40.967	-97.208	1920-08-31	Andrena			NA		AMNH	Marysville		urn:uuid:84b438fe-d8e1-11e2-99a2-0026552be7ea	Netting	Andrena accepta	Viereck,1916	accepta	Kansas	1920	idigbio	Andrena accepta	c(234511.10011416, -444386.424466803)	Central Great Plains
associated with:none_685 canadensis	PreservedSpecimen			1000-10000	UNITED STATES	Woodward		36.902	-99.146	1963-04-07	Colletes			NA		RUAC	Alabaster Caverns State Park		urn:uuid:85821cba-d8e1-11e2-99a2-0026552be7ea	Netting	Colletes inaequalis	Say,1837	inaequalis	Oklahoma	1963	idigbio	Colletes inaequalis	c(76124.7948159154, -899319.828802438)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1988-07-17	Megachile			NA		AMNH	Arapahoe Prairie		urn:uuid:82e175b4-d8e1-11e2-99a2-0026552be7ea	Netting	Megachile dakotensis	Mitchell,1926	dakotensis	Nebraska	1988	idigbio	Megachile dakotensis	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen	MSUC	15cdb244-b82d-4798-af5e-ef7bc138f233	1511	United States		4	38.149	-97.847	1929-07-04	Megachile			NA		MSU	Sand Dunes	7	5e78656a-de8e-44d6-a9ca-8b12ab0908b4		Megachile addenda	Cresson, 1878	addenda	Kansas	1929	idigbio	Megachile addenda	c(188579.026514352, -758911.680012125)	Central Great Plains
	PreservedSpecimen	MSUC	15cdb244-b82d-4798-af5e-ef7bc138f233	4460	United States		30	36.101	-97.061	1948-06-30	Megachile			NA		MSU		6	525aac40-7761-4894-a778-5851871193b1		Megachile brevis	Say, 1837	brevis	Oklahoma	1948	idigbio	Megachile brevis	c(264781.280096345, -983912.748362079)	Central Great Plains
	PreservedSpecimen	Insects			United States	Woodward		36.517	-99.217	1963-08-13	Bombus			NA		OSUC	Woodward Co., OK		urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__82429	none specified	Bombus fraternus		fraternus	Oklahoma		idigbio	Bombus fraternus	c(70163.8223181509, -942078.372155842)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1987-07-07/1987-07-08	Habropoda			NA		AMNH	Arapahoe Prairie		urn:uuid:8541680a-d8e1-11e2-99a2-0026552be7ea	Netting	Habropoda morrisoni	(Cresson,1878)	morrisoni	Nebraska	1987	idigbio	Habropoda morrisoni	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen			Unknown	UNITED STATES	Sedgwick		37.688	-97.367	1965-06-13	Andrena			NA		RUAC	5 mi W of Wichita		urn:uuid:8527c620-d8e1-11e2-99a2-0026552be7ea	Netting	Andrena miserabilis	Cresson,1872	miserabilis	Kansas	1965	idigbio	Andrena miserabilis	c(232114.03008468, -808853.896159112)	Central Great Plains
