associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen	Ento	4	10	United States			64.867	-147.843	2015-06-24/2015-07-08	Apis	Black Spruce, some white spruce		NA		UAM	Fairbanks, UAF		http://arctos.database.museum/guid/UAM:Ento:317340?seid=2674339	pollinator vane trap, 0.5m	Apis mellifera		mellifera	Alaska		idigbio	Apis mellifera	c(-2090318.17895823, 2911878.57294416)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	10	United States			64.881	-147.776	2015-06-24/2015-07-08	Bombus	Boggy Black spruce		NA		UAM	Fairbanks, Creamer's Field, Reindeer Lake		http://arctos.database.museum/guid/UAM:Ento:317430?seid=2674429	pollinator vane trap, 0.5m	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2086886.62927801, 2911155.5392915)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	5	United States		28	67.025	-158.823	2019-06-28	Bombus	sand dune, Dryas integrifolia		NA		UAM	Great Kobuk Sand Dunes, Kobuk Valley National Park	06	http://arctos.database.museum/guid/UAM:Ento:476057?seid=5402929	net	Bombus jonellus		jonellus	Alaska	2019	idigbio	Bombus jonellus	c(-2246525.64840986, 3418224.19067187)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	50	United States		20	64.863	-147.813	1982-06-20	Bombus	sta 7/8 aspen forest, Mertensia paniculata		NA		UAM	[Fairbanks] UAF bog	06	http://arctos.database.museum/guid/UAM:Ento:132152?seid=263267		Bombus perplexus		perplexus	Alaska	1982	idigbio	Bombus perplexus	c(-2089566.63679265, 2910667.13550054)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-01/2009-05-06	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:188591?seid=349208	pollinator trap B/W/O	Bombus mckayi		mckayi	Alaska		idigbio	Bombus mckayi	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-01/2009-05-06	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190344?seid=673281	pollinator trap B/W/O	Bombus frigidus		frigidus	Alaska		idigbio	Bombus frigidus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	5000	United States		07	64.916	-147.836	1972-06-07	Bombus			NA		UAM	Goldstream Valley	06	http://arctos.database.museum/guid/UAM:Ento:79060?seid=1256009		Bombus flavifrons		flavifrons	Alaska	1972	idigbio	Bombus flavifrons	c(-2086323.51113118, 2915908.26500749)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	5	United States		26	67.124	-158.315	2017-06-26	Bombus	Sandy bluff and forest, Oxytropis		NA	sylvicola	UAM	Kobuk River; west of Onion Portage, Kobuk Valley National Park	06	http://arctos.database.museum/guid/UAM:Ento:476040?seid=5402912	net	Bombus lapponicus sylvicola		lapponicus	Alaska	2017	idigbio	Bombus sylvicola	c(-2224053.09332888, 3409481.0655203)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-18/2009-06-25	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190303?seid=170941	pollinator trap B/W/O	Bombus frigidus		frigidus	Alaska		idigbio	Bombus frigidus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	10	United States			65.063	-147.303	2016-07-01/2016-07-15	Bombus	steep slope, b. spruce		NA		UAM	Fairbanks, Skiland		http://arctos.database.museum/guid/UAM:Ento:339625?seid=3243875	pollinator vane trap, 0.5m	Bombus mixtus		mixtus	Alaska		idigbio	Bombus mixtus	c(-2056357.5065593, 2913384.24388563)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	10	United States			65.377	-148.945	2016-07-14/2016-07-28	Bombus	b. spruce near stream		NA		UAM	Elliot Highway Mile 86		http://arctos.database.museum/guid/UAM:Ento:340841?seid=3360098	pollinator vane, 0.5m	Bombus cryptarum		cryptarum	Alaska		idigbio	Bombus cryptarum	c(-2088978.52543832, 2987430.72125559)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	ENT	urn:uuid:18e3cd08-a962-4f0a-b72c-9a0b3600c5ad		United States	Nome	10	63.879	-160.79		Bombus			NA		USNM	Unalakleet	8	http://n2t.net/ark:/65665/3e3190813-78eb-4e20-8d84-929cb7e4667b		Bombus (Thoracobombus) pascuorum	(Scopoli)	pascuorum	Alaska	1925	idigbio	Bombus pascuorum	c(-2590199.88890143, 3255328.91436585)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-18/2009-06-25	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190320?seid=1187844	pollinator trap B/W/O	Bombus frigidus		frigidus	Alaska		idigbio	Bombus frigidus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190047?seid=1070202	pollinator trap B/W/O	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-18/2009-06-25	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:177959?seid=1578296	pollinator trap B/W/O	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
